,Maroochy River floodplain.
●,$5.5 million for the Resilient Rivers Initiative to improve the health of the South East
,"Queensland region’s catchments, waterways and Moreton Bay."
,52
3.6,"ENVIRONMENT, SCIENCE AND INNOVATION",,,,
"Department of Environment, Science and Innovation",,,,,
"The Department of Environment, Science and Innovation has a capital program of $154.1 million",,,,,
in 2024-25. This includes $102.2 million in capital purchases and $51.9 million in capital grants.,,,,,
The capital program will allow the department to deliver on conserving and restoring,,,,,
"Queensland's unique biodiversity, heritage and protected areas, protecting World Heritage areas,",,,,,
"growing the circular economy, strengthening and harnessing Queensland's scientific excellence",,,,,
and driving economic transition and innovation.,,,,,
"The government has previously set aside $250 million over 4 years, held centrally, of which",,,,,
$139.1 million remains across 2024-25 and 2025-26 for land acquisitions and capital works to,,,,,
support the Protected Area Strategy 2020-2030.,,,,,
"Program Highlights (Property, Plant and Equipment):",,,,,
●,$20 million under the Cape York Peninsula Tenure Resolution Program to acquire land to,,,,
,become jointly managed protected area as National Park (Cape York Peninsula Aboriginal,,,,
,Land).,,,,
●,"$18.1 million for the purchase of additional fire vehicles, fire units and support equipment as",,,,
,well as upgrades to road and fireline networks and management infrastructure to support,,,,
,"critical firefighter needs and bushfire risk, to improve community safety and safeguard",,,,
,natural and cultural values.,,,,
●,$7.5 million for additional facilities and equipment to support rangers and to enhance visitor,,,,
,information in relation to dingoes (wongari) on K’gari.,,,,
●,$5 million towards the construction of the Girraween National Park Information Hub.,,,,
●,$4.8 million for the vessel replacement program supporting marine parks and wildlife and,,,,
,threatened species management.,,,,
●,$4.2 million for the major upgrade of visitor infrastructure at Central Station on K’gari.,,,,
●,$3.5 million to provide camping facilities and continued enhancements to the Ngaro track in,,,,
,the Whitsunday Islands National Park.,,,,
●,"$3.2 million towards building and park infrastructure to support visitor recreation,",,,,
,management and access of the Quandamooka Country parks and recreation areas jointly,,,,
,managed with Traditional Owners on Minjerribah (North Stradbroke Island) and Mulgumpin,,,,
,(Moreton Island).,,,,
●,$1.8 million to upgrade and build new nature-based visitor experiences and facilities along,,,,
,the Thorsborne trail on Hinchinbrook Island National Park.,,,,
●,$1.6 million to replace the Jindalba Boardwalk in Daintree National Park (Cape York,,,,
,Peninsula Aboriginal Land).,,,,
Program Highlights (Capital Grants):,,,,,
●,"$33.5 million for Resource Recovery Infrastructure to increase resource recovery rates,",,,,
,facilitate organics recycling and progress the South East Queensland region towards a,,,,
,circular economy.,,,,
●,$10 million for the delivery of the Blue Heart Sunshine Coast project being delivered on the,,,,
,Maroochy River floodplain.,,,,
●,$5.5 million for the Resilient Rivers Initiative to improve the health of the South East,,,,
,"Queensland region’s catchments, waterways and Moreton Bay.Capital Statement 2024–25",,,,
,"Environment, Science and Innovation",,,,
,Statistical,Total,Expenditure,Budget,Post
,Area,Estimated,to,2024-25,2024-25
,Project,,,,
,,Cost,30-06-24,,
,,$'000,$'000,$'000,$'000
"DEPARTMENT OF ENVIRONMENT, SCIENCE AND INNOVATION",,,,,
"Property, Plant and Equipment",,,,,
Land ¹,,,,,
Cape York Peninsula Tenure Resolution,315,"20,000",,"20,000",
,Program - land acquisitions,,,,
Sub-total Land,,,,"20,000",
Buildings and Infrastructure ¹,,,,,
K'gari - Dingo (wongari) management,319,"14,650","2,325","7,500","4,825"
,program,,,,
K'gari - Central Station area upgrade,319,"11,096","3,946","4,220","2,930"
Girraween National Park Information Hub,307,"7,857",657,"5,000","2,200"
Whitsunday Islands National Park - Ngaro,312,"6,301","2,801","3,500",
,track,,,,
Quandamooka Country,Various,,,"3,242",Ongoing
Better Queensland Parks - Fire Management,Various,"2,716",,"2,716",
,Uplift Program,,,,
Hinchinbrook Island National Park -,306,"3,200","1,378","1,822",
,Thorsborne trail and visitor facilities,,,,
,upgrade,,,,
Daintree National Park (Cape York Peninsula,306,"7,340","1,340","1,550","4,450"
,Aboriginal Land) - Jindalba boardwalk,,,,
Noosa National Park - Coastal walk upgrades,316,"1,150",50,"1,100",
David Fleay Wildlife Park Nocturnal House,309,"2,600",300,"1,000","1,300"
Daintree National Park (Cape York Peninsula,306,"3,446",646,920,"1,880"
,Aboriginal Land) - Culture and Tourism,,,,
,Hub,,,,
Springbrook National Park visitor facilities,309,"16,440","1,380",850,"14,210"
,upgrade,,,,
Magnetic Island National Park trails network,318,"1,437",850,587,
Girringun National Park - Wallaman Falls,318,"4,175",380,450,"3,345"
,visitor facilities upgrade,,,,
Crater Lakes National Park visitor facilities,306,"10,316",832,400,"9,084"
,upgrade,,,,
Parks and forests - other management,Various,,,"7,088",Ongoing
,facilities,,,,
Parks and forests - other recreation and,Various,,,"6,334",Ongoing
,visitor facilities,,,,
Sub-total Buildings and Infrastructure,,,,"48,279",
,53,,,,
,Capital Statement 2024–25,,,,
,"Environment, Science and Innovation",,,,
,Statistical,Total,Expenditure,Budget,Post
,Area,Estimated,to,2024-25,2024-25
,Project,,,,
,,Cost,30-06-24,,
,,$'000,$'000,$'000,$'000
Plant and equipment,,,,,
Better Queensland Parks - Fire Management,Various,"15,402",,"15,402",
,Uplift Program,,,,
Vessel replacement program,Various,"11,749","2,930","4,769","4,050"
Queensland Reef Water Quality monitoring,Various,"1,412","1,308",104,
,equipment,,,,
General plant and equipment,Various,,,"7,534",Ongoing
Sub-total Plant and equipment,,,,"27,809",
General systems development,Various,,,"6,093",Ongoing
"Total Property, Plant and Equipment",,,,"102,181",
Capital Grants,,,,,
SEQ City Deal - Resource Recovery,Various,"70,000",,"33,500","36,500"
Infrastructure,,,,,
SEQ City Deal - Blue Heart Sunshine Coast,316,"20,000","10,000","10,000",
SEQ City Deal - Resilient Rivers Initiative,Various,"20,000","3,000","5,500","11,500"
Waste and Recycling program,Various,,,"2,925",Ongoing
Total Capital Grants,,,,"51,925",
"TOTAL ENVIRONMENT, SCIENCE AND INNOVATION (PPE)",,,,"102,181",
"TOTAL ENVIRONMENT, SCIENCE AND INNOVATION (CG)",,,,"51,925",
Notes:,,,,,
1,"Previously approved, held centrally, funding of $139.1 million will also contribute to land acquisitions and capital",,,,
,works in 2024-25 and 2025-26 as part of the total capital funding of $250 million committed to support the Protected,,,,
,Area Strategy 2020-2030 to expand the protected area estate.,,,,
,54,,,,
,Capital Statement 2024–25
3.7,"HOUSING, LOCAL GOVERNMENT, PLANNING"
AND PUBLIC WORKS,
"The Housing, Local Government, Planning and Public Works portfolio includes the Department",
"of Housing, Local Government, Planning and Public Works together with statutory bodies",
"reporting to the Minister for Housing, Local Government and Planning and the Minister for Public",
Works.,
"The portfolio’s capital program for 2024-25 is $1.742 billion, including capital purchases of",
"property, plant and equipment of $757.3 million and capital grants of $984.8 million.",
"Department of Housing, Local Government, Planning and Public Works",
"Program Highlights (Property, Plant and Equipment)",
●,"$407.8 million to deliver social housing dwellings, commence and continue construction, and"
,upgrade social housing dwellings.
●,$162.9 million investment to deliver safe and secure government employee housing
,including in remote and regional communities as part of government's commitment to attract
,and retain key frontline staff. This program will include new accommodation for staff
,"delivering critical services, replacement or refurbishment of residences at the end of their"
,useful life to modern design standards and the upgrade of residences to ensure they remain
,fit-for-purpose and appropriate for employees.
●,$93.6 million to deliver social housing dwellings in Aboriginal and Torres Strait Islander
,"communities, commence and continue construction of dwellings, and upgrade existing social"
,housing dwellings.
●,$17.1 million to support the delivery of a levee to reduce the impact of flooding on parts of
,Bundaberg East and Bundaberg South.
●,$15.8 million to make Zero Emission Vehicle (ZEV) charging infrastructure available in
,Queensland government buildings.
Program Highlights (Capital Grants),
●,"$545.2 million to deliver social housing dwellings, commence and continue construction, and"
,upgrade existing dwellings in partnership with registered housing providers.
●,$124.5 million as part of the $1.1 billion Works for Queensland program to support local
,"governments in regional Queensland to deliver priority infrastructure, planning and capability"
,projects that create jobs and support vibrant local communities.
●,$78.8 million to deliver social housing dwellings in Aboriginal and Torres Strait Islander
,"communities, commence and continue construction, upgrade existing dwellings, and"
,undertake land infrastructure development.
●,"$76.3 million for the Local Government Grants and Subsidies Program, which provides"
,funding for priority infrastructure projects to meet identified community needs and supports
,projects that will create sustainable and livable communities.
●,$72 million towards the $200 million South East Queensland Community Stimulus Program
,to fast track South East Queensland councils' investment in new infrastructure and
,community assets that create jobs and deliver economic stimulus.
●,"$63.4 million to eligible homeowners to raise, repair or retrofit their homes to incorporate"
,flood resilient design and materials to reduce the impacts of future flood events.
,55
Capital Statement 2024–25,,,,,
"Housing, Local Government, Planning and Public Works",,,,,
,Statistical,Total,Expenditure,Budget,Post
,Area,Estimated,to,2024-25,2024-25
Project,,,,,
,Cost,30-06-24,,,
,$'000,$'000,$'000,$'000,
"DEPARTMENT OF HOUSING, LOCAL GOVERNMENT, PLANNING AND PUBLIC WORKS",,,,,
"Property, Plant and Equipment",,,,,
Housing and Homelessness Services,,,,,
Construct social housing,,,,,
Brisbane - East,301,,"9,674",Ongoing,
Brisbane - North,302,,263,Ongoing,
Brisbane - South,303,,"1,164",Ongoing,
Brisbane - West,304,,"9,888",Ongoing,
Brisbane Inner City,305,,"27,508",Ongoing,
Cairns,306,,"76,889",Ongoing,
Darling Downs - Maranoa,307,,"2,919",Ongoing,
Central Queensland,308,,"13,703",Ongoing,
Gold Coast,309,,"24,952",Ongoing,
Ipswich,310,,"12,474",Ongoing,
Logan - Beaudesert,311,,"19,166",Ongoing,
Mackay,312,,"15,321",Ongoing,
Moreton Bay - North,313,,"17,249",Ongoing,
Moreton Bay - South,314,,"18,504",Ongoing,
Queensland - Outback,315,,"27,839",Ongoing,
Sunshine Coast,316,,"8,448",Ongoing,
Toowoomba,317,,"1,902",Ongoing,
Townsville,318,,"18,397",Ongoing,
Wide Bay,319,,"7,710",Ongoing,
Statewide,Various,,904,Ongoing,
Sub-total Construct social housing,,,"314,874",,
Upgrade existing social housing,,,,,
Brisbane - East,301,,"3,772",Ongoing,
Brisbane - North,302,,"4,873",Ongoing,
Brisbane - South,303,,"6,716",Ongoing,
Brisbane - West,304,,"1,879",Ongoing,
Brisbane Inner City,305,,"4,279",Ongoing,
Cairns,306,,"33,846",Ongoing,
Darling Downs - Maranoa,307,,"1,011",Ongoing,
Central Queensland,308,,"5,888",Ongoing,
Gold Coast,309,,"5,656",Ongoing,
,56,,,,
Capital Statement 2024–25,,,,,
"Housing, Local Government, Planning and Public Works",,,,,
,Statistical,Total,Expenditure,Budget,Post
,Area,Estimated,to,2024-25,2024-25
Project,,,,,
,Cost,30-06-24,,,
,$'000,$'000,$'000,$'000,
Ipswich,310,,"6,557",Ongoing,
Logan - Beaudesert,311,,"6,816",Ongoing,
Mackay,312,,"2,836",Ongoing,
Moreton Bay - North,313,,"4,986",Ongoing,
Moreton Bay - South,314,,"1,537",Ongoing,
Queensland - Outback,315,,"8,760",Ongoing,
Sunshine Coast,316,,"4,078",Ongoing,
Toowoomba,317,,"2,335",Ongoing,
Townsville,318,,"10,887",Ongoing,
Wide Bay,319,,"4,117",Ongoing,
Sub-total Upgrade existing social housing,,,"120,829",,
Social housing land acquisition,,,,,
Brisbane - North,302,,"2,250",Ongoing,
Brisbane - South,303,,"2,250",Ongoing,
Cairns,306,,"4,000",Ongoing,
Central Queensland,308,,"1,500",Ongoing,
Gold Coast,309,,"4,500",Ongoing,
Ipswich,310,,"1,250",Ongoing,
Mackay,312,,800,Ongoing,
Moreton Bay - South,314,,750,Ongoing,
Townsville,318,,"4,000",Ongoing,
Wide Bay,319,,"1,700",Ongoing,
Statewide,Various,,"2,500",Ongoing,
Sub-total Social housing land acquisition,,,"25,500",,
Purchase of existing properties,,,,,
Brisbane Inner City,301,,"1,998",Ongoing,
Cairns,306,,"2,500",Ongoing,
Logan - Beaudesert,311,,"3,257",Ongoing,
Townsville,318,,"2,500",Ongoing,
Statewide,Various,,"30,000",Ongoing,
Sub-total Purchase of existing properties,,,"40,255",,
Other Plant and Equipment and Intangibles,Various,,"6,300",Ongoing,
Sub-total Housing and Homelessness Services,,,"507,758",,
Public Works,,,,,
,57,,,,
Capital Statement 2024–25,,,,,
"Housing, Local Government, Planning and Public Works",,,,,
,Statistical,Total,Expenditure,Budget,Post
,Area,Estimated,to,2024-25,2024-25
Project,,,,,
,,Cost,30-06-24,,
,,$'000,$'000,$'000,$'000
Thomas Dixon Centre refurbishment,305,"96,407","91,130","5,277",
Government Employee Housing,Various,,,"162,904",Ongoing
Bundaberg East Levee,319,"114,000","2,555","17,108","94,337"
Government Buildings ZEV ready,Various,"28,100","2,000","15,750","10,350"
Office Accommodation Program,Various,,,"7,778",Ongoing
Building works and capital replacements,Various,,,500,Ongoing
Regional Infrastructure Upgrades,Various,"22,497","3,659","10,180","8,658"
"Other property, plant and equipment",Various,,,"9,480",Ongoing
Sub-total Public Works,,,,"228,977",
"Total Property, Plant and Equipment",,,,"736,735",
Capital Grants,,,,,
Housing and Homelessness Services,,,,,
Brisbane - East,301,,,"7,516",Ongoing
Cairns,306,,,"73,917",Ongoing
Darling Downs - Maranoa,307,,,370,Ongoing
Central Queensland,308,,,"3,058",Ongoing
Gold Coast,309,,,"30,986",Ongoing
Ipswich,310,,,"8,665",Ongoing
Logan - Beaudesert,311,,,"1,587",Ongoing
Mackay,312,,,"4,589",Ongoing
Moreton Bay - North,313,,,"10,636",Ongoing
Queensland - Outback,315,,,"2,113",Ongoing
Sunshine Coast,316,,,"14,741",Ongoing
Toowoomba,317,,,"10,193",Ongoing
Townsville,318,,,"4,780",Ongoing
Wide Bay,319,,,"23,283",Ongoing
Statewide,Various,,,"427,515",Ongoing
Sub-total Housing and Homelessness Services,,,,"623,949",
Local Government and Planning,,,,,
Local Government Grants and Subsidies,Various,,,"76,297",Ongoing
Program,,,,,
Works for Queensland,Various,"1,098,578","774,088","124,490","200,000"
South East Queensland Community Stimulus,Various,"200,000","78,000","72,000","50,000"
Program,,,,,
Hinchinbrook Harbour new sewage plant,306,"6,433","3,857","2,576",
,58,,,,
Capital Statement 2024–25,,,,,
"Housing, Local Government, Planning and Public Works",,,,,
,Statistical,Total,Expenditure,Budget,Post
,Area,Estimated,to,2024-25,2024-25
Project,,,,,
,,Cost,30-06-24,,
,,$'000,$'000,$'000,$'000
Splash Parks in Mareeba and Douglas Shires,306,"3,000","1,950","1,050",
Northern Peninsula Area water supply,315,"5,010","3,010","2,000",
system – replacement of asbestos cement,,,,,
pipelines,,,,,
Indigenous Councils Critical Infrastructure,Various,"117,534","107,534","10,000",
Program,,,,,
COVID-19 Works for Queensland,Various,"199,900","198,283","1,617",
Kenrick Park Masterplan (Stage 1),306,"3,000","1,900","1,100",
Trinity Beach Community Activity Space,306,935,841,94,
Torres Strait Ferry Funding Program,315,500,,500,
Local Government Community Safety,Various,"5,000",,"5,000",
Kuranda infrastructure levy,306,,,744,Ongoing
Sub-total Local Government and Planning,,,,"297,468",
Public Works,,,,,
Resilient Homes Fund,Various,"172,764","40,535","63,431","68,798"
Total Capital Grants,,,,"984,848",
QBUILD,,,,,
"Property, Plant and Equipment",,,,,
Regional Infrastructure Upgrades,Various,"6,537",844,"5,693",
QBuild Rapid Accommodation and,Various,"7,570",,"7,570",
Apprenticeship Centres,,,,,
"Other property, plant and equipment",Various,"6,444","4,847","1,597",
"Total Property, Plant and Equipment",,,,"14,861",
QUEENSLAND BUILDING AND CONSTRUCTION COMMISSION,,,,,
"Property, Plant and Equipment",,,,,
"Other property, plant and equipment",Various,"18,553","3,308","5,745","9,500"
"Total Property, Plant and Equipment",,,,"5,745",
"TOTAL HOUSING, LOCAL GOVERNMENT, PLANNING AND PUBLIC",,,,,
,,,,"757,341",
WORKS (PPE),,,,,
"TOTAL HOUSING, LOCAL GOVERNMENT, PLANNING AND PUBLIC",,,,,
,,,,"984,848",
WORKS (CG),,,,,
,59,,,,
,Capital Statement 2024–25
3.8,JUSTICE AND ATTORNEY-GENERAL
The 2024-25 capital acquisitions budget for the Justice and Attorney-General portfolio (including,
"the Department of Justice and Attorney-General, Legal Aid Queensland, Crime and Corruption",
"Commission, Public Trustee of Queensland and Office of the Queensland Ombudsman) is",
$76 million.,
Department of Justice and Attorney-General,
The Department of Justice and Attorney-General capital acquisitions budget for 2024-25 is,
$68.3 million.,
"Program Highlights (Property, Plant and Equipment)",
●,$23.6 million to continue the ongoing program of minor capital works in courthouses.
●,$13.5 million to continue the replacement of the Beaudesert courthouse.
●,"$11.2 million to expand and upgrade existing audio-visual capacity in the justice system,"
,which includes video conferencing and in-custody court appearances.
●,$9 million to continue the domestic and family violence courthouse improvements in
,"Toowoomba, Cairns, Brisbane, Rockhampton, Maroochydore, Caboolture, Mackay and"
,Ipswich. This forms part of the government's response to the Queensland Women's Safety
,"and Justice Taskforce, Hear Her Voice - Report One - Addressing coercive control and"
,domestic and family violence in Queensland.
●,$2.5 million to commence courtroom expansions at Townsville courthouse and Brisbane
,Supreme and District courthouse.
Crime and Corruption Commission,
The Crime and Corruption Commission 2024-25 capital acquisitions budget is $4 million.,
"Program Highlights (Property, Plant and Equipment) ",
●,$3.2 million to replace computer and other information technology equipment.
●,"$780,000 to replace vehicles."
Legal Aid Queensland,
Legal Aid Queensland's 2024-25 capital acquisitions budget is $1.5 million.,
"Program Highlights (Property, Plant and Equipment)",
●,$1.1 million to fit out office accommodation in Brisbane and regions.
●,"$400,000 for new and replacement vehicles."
Public Trustee of Queensland,
The Public Trustee of Queensland 2024-25 capital acquisitions budget is $1 million. This capital,
budget will enable the Public Trustee of Queensland to continue to provide a wide range of,
"efficient services to the Queensland community, as well as continuing to maintain appropriate",
workplace health and safety standards for customers and staff.,
,60
,Capital Statement 2024–25,,,,
"Program Highlights (Property, Plant and Equipment)",,,,,
●,"$700,000 in support of leasehold improvements - for the fit out of leased premises.",,,,
●,"$300,000 in support of replacement of property, plant and equipment.",,,,
Office of the Queensland Ombudsman,,,,,
The Office of the Queensland Ombudsman's 2024-25 capital acquisitions budget is $1.2 million.,,,,,
"Program Highlights (Property, Plant and Equipment)",,,,,
●,$1.1 million to fit out office accommodation in Brisbane.,,,,
●,"$90,000 to maintain current information technology systems and infrastructure.",,,,
,Justice and Attorney-General,,,,
,Statistical,Total,Expenditure,Budget,Post
,Area,Estimated,to,2024-25,2024-25
,Project,,,,
,,Cost,30-06-24,,
,,$'000,$'000,$'000,$'000
DEPARTMENT OF JUSTICE AND ATTORNEY-GENERAL,,,,,
"Property, Plant and Equipment",,,,,
Domestic and family violence courthouse,Various,"49,050","5,975","9,000","34,075"
improvements,,,,,
Brisbane Supreme and District Court -,305,"25,318",,"2,010","23,308"
courtroom expansion,,,,,
Beaudesert courthouse replacement,311,"21,446","4,406","13,521","3,519"
Townsville courthouse - courtroom expansion,318,"7,500",,500,"7,000"
Courthouses - minor capital works,Various,,,"23,555",Ongoing
Justice System - audio visual capacity,Various,,,"11,207",Ongoing
expansion and upgrades,,,,,
Leasehold improvements,305,,,"3,879",Ongoing
Minor capital works - software,305,,,"2,065",Ongoing
"Other acquisitions of property, plant and",Various,,,"1,080",Ongoing
equipment,,,,,
Courthouses - information systems upgrades,305,,,795,Ongoing
and replacements,,,,,
Forensic Services new and upgraded,Various,650,,650,
equipment,,,,,
"Total Property, Plant and Equipment",,,,"68,262",
CRIME AND CORRUPTION COMMISSION,,,,,
"Property, Plant and Equipment",,,,,
Other plant and equipment,Various,,,"3,220",Ongoing
Vehicle replacements,Various,,,780,Ongoing
"Total Property, Plant and Equipment",,,,"4,000",
,61,,,,
Capital Statement 2024–25,,,,,
Justice and Attorney-General,,,,,
,Statistical,Total,Expenditure,Budget,Post
,Area,Estimated,to,2024-25,2024-25
Project,,,,,
,,Cost,30-06-24,,
,,$'000,$'000,$'000,$'000
LEGAL AID QUEENSLAND,,,,,
"Property, Plant and Equipment",,,,,
Office accommodation fit out,Various,"1,100",,"1,100",
Vehicles replacement,Various,400,,400,
"Total Property, Plant and Equipment",,,,"1,500",
PUBLIC TRUSTEE OF QUEENSLAND,,,,,
"Property, Plant and Equipment",,,,,
Leasehold improvements,Various,,,700,Ongoing
"Other acquisitions of property, plant and",Various,,,300,Ongoing
equipment,,,,,
"Total Property, Plant and Equipment",,,,"1,000",
OFFICE OF THE QUEENSLAND OMBUDSMAN,,,,,
"Property, Plant and Equipment",,,,,
Accommodation fit out,305,"2,243",227,"1,133",883
Information technology plant and equipment,305,,,90,Ongoing
purchases,,,,,
"Total Property, Plant and Equipment",,,,"1,223",
TOTAL JUSTICE AND ATTORNEY-GENERAL (PPE),,,,"75,985",
,62,,,,
,Capital Statement 2024–25,,,,
3.9,LEGISLATIVE ASSEMBLY OF QUEENSLAND,,,,
Legislative Assembly of Queensland,,,,,
The total planned 2024–25 capital expenditure for the Legislative Assembly of Queensland is,,,,,
$3.7 million.,,,,,
"In 2024–25, the Queensland Parliamentary Service will complete the modernisation of audio",,,,,
visual broadcast infrastructure as part of the Queensland Parliament digital transformation,,,,,
program. Other major capital projects include information technology network infrastructure,,,,,
"upgrades (including network consolidation, servers and firewall replacement), and other capital",,,,,
improvements and plant and equipment in the Parliamentary Precinct.,,,,,
,Legislative Assembly of Queensland,,,,
,Statistical,Total,Expenditure,Budget,Post
,Area,Estimated,to,2024-25,2024-25
,Project,,,,
,,Cost,30-06-24,,
,,$'000,$'000,$'000,$'000
LEGISLATIVE ASSEMBLY OF QUEENSLAND,,,,,
"Property, Plant and Equipment",,,,,
"Other property, plant and equipment",305,,,"1,577",Ongoing
Information technology network infrastructure,305,,,"1,043",Ongoing
Queensland Parliament digital transformation,305,"1,891",865,"1,026",
program,,,,,
"Total Property, Plant and Equipment",,,,"3,646",
TOTAL LEGISLATIVE ASSEMBLY OF QUEENSLAND (PPE),,,,"3,646",
,63,,,,
,Capital Statement 2024–25,,,,
3.1,PREMIER AND CABINET,,,,
The Department of the Premier and Cabinet (including Ministerial Offices and Office of the,,,,,
Leader of the Opposition) has planned capital purchases of $1.1 million in 2024-25.,,,,,
Department of the Premier and Cabinet ,,,,,
"Program Highlights (Property, Plant and Equipment)",,,,,
●,"$749,000 for ongoing upgrades to and maintenance of departmental ICT systems and other",,,,
,minor works.,,,,
●,"$311,000 for ongoing upgrades and maintenance of existing Ministerial Services ICT",,,,
,systems and other minor works.,,,,
,Premier and Cabinet,,,,
,Statistical,Total,Expenditure,Budget,Post
,Area,Estimated,to,2024-25,2024-25
,Project,,,,
,Cost,30-06-24,,,
,$'000,$'000,$'000,$'000,
DEPARTMENT OF PREMIER AND CABINET,,,,,
"Property, Plant and Equipment",,,,,
Departmental ICT systems and other minor,305,,749,Ongoing,
works,,,,,
Ministerial Offices and Office of the Leader of,305,,311,Ongoing,
the Opposition - ICT systems and other,,,,,
minor works,,,,,
"Total Property, Plant and Equipment",,,"1,060",,
TOTAL PREMIER AND CABINET (PPE),,,"1,060",,
,64,,,,
,Capital Statement 2024–25,,,,
3.11,QUEENSLAND CORRECTIVE SERVICES,,,,
Queensland Corrective Services' 2024-25 capital program of $227.9 million will primarily focus,,,,,
on correctional centre expansion and enhancements.,,,,,
Queensland Corrective Services,,,,,
"Program Highlights (Property, Plant and Equipment)",,,,,
●,$97.3 million of a total $885.3 million to complete construction of Lockyer Valley Correctional,,,,
,Centre (formerly Southern Queensland Correctional Precinct – Stage 2) and acquire video,,,,
,"conference suites and other property, plant and equipment for prison industries. The new",,,,
,"centre will be a modern, purpose-built facility with over 1,500 beds and will enable a focus on",,,,
,health and rehabilitation to reduce reoffending.,,,,
●,$46 million of a total $246.4 million for infrastructure upgrades as part of the asset,,,,
,improvement program.,,,,
●,$22.5 million of a total $79.8 million to construct additional prison capacity to sustainably,,,,
,manage a growing prisoner population.,,,,
●,$22.6 million of a total $71.8 million to progress infrastructure works and support ongoing,,,,
,maintenance and replacement programs.,,,,
●,$19.2 million of a total $31.8 million to install information technology infrastructure in,,,,
,correctional centres to enhance the provision of health care.,,,,
●,"$13.9 million to acquire other property, plant and equipment.",,,,
●,$4.5 million of a total $8 million to install additional bunk beds in high security correctional,,,,
,centres across Queensland to manage the increasing prisoner population.,,,,
●,$1.9 million of a total $2.8 million for office accommodation to support the management of,,,,
,dangerous prisoners (sexual offenders) at the Wacol precinct.,,,,
,Queensland Corrective Services,,,,
,Statistical,Total,Expenditure,Budget,Post
,Area,Estimated,to,2024-25,2024-25
,Project,,,,
,,Cost,30-06-24,,
,,$'000,$'000,$'000,$'000
QUEENSLAND CORRECTIVE SERVICES,,,,,
"Property, Plant and Equipment",,,,,
Major works - correctional centres,,,,,
Lockyer Valley Correctional Centre (formerly,,,,,
,Southern Queensland Correctional,,,,
,Precinct – Stage 2),,,,
,Lockyer Valley Correctional Centre,310,"879,878","787,978","91,900"
,construction,,,,
,Lockyer Valley Correctional Centre,310,"5,390","5,390",
,"property, plant and equipment",,,,
Sub-total Lockyer Valley Correctional Centre (formerly Southern Queensland,,,,"97,290",
Correctional Precinct – Stage 2),,,,,
Information technology infrastructure,Various,"31,750",770,"19,217","11,763"
Sub-total Major works - correctional centres,,,,"116,507",
,65,,,,
,Capital Statement 2024–25,,,,
,Queensland Corrective Services,,,,
,Statistical,Total,Expenditure,Budget,Post
,Area,Estimated,to,2024-25,2024-25
,Project,,,,
,,Cost,30-06-24,,
,,$'000,$'000,$'000,$'000
Correctional centre enhancements,,,,,
Prison capacity uplift,,,,,
Palen Creek Correctional Centre,311,"27,200",,"10,000","17,200"
Townsville Correctional Centre,318,"21,950",,"5,200","16,750"
Numinbah Correctional Centre,309,"17,900",,"4,580","13,320"
Lotus Glen Correctional Centre,315,"12,700",,"2,700","10,000"
Sub-total Prison capacity uplift,,,,"22,480",
Infrastructure works,Various,"71,770","49,123","22,647",
Additional bunk beds,Various,"8,000","3,500","4,500",
Sub-total Correctional centre enhancements,,,,"49,627",
Asset improvement program,,,,,
Asset improvement program,Various,"246,413",,"46,000","200,413"
Sub-total Asset improvement program,,,,"46,000",
Community corrections enhancements,,,,,
High Risk Offender Management Unit,310,"2,838",946,"1,892",
resourcing,,,,,
Sub-total,Community corrections enhancements,,,"1,892",
"Other acquisitions of property, plant and",,,,,
equipment,,,,,
"Other acquisitions of property, plant and",Various,,,"13,880",Ongoing
equipment,,,,,
"Sub-total Other acquisitions of property, plant and equipment",,,,"13,880",
"Total Property, Plant and Equipment",,,,"227,906",
TOTAL QUEENSLAND CORRECTIVE SERVICES (PPE),,,,"227,906",
,66,,,,
,Capital Statement 2024–25
3.12,QUEENSLAND FIRE DEPARTMENT
The 2024–25 Queensland Fire Department capital program of $138.4 million supports the,
"provision of fire and rescue, and rural fire services throughout Queensland. The program will",
"fund facilities, fire appliances and essential operational equipment.",
Queensland Fire and Rescue,
"Program Highlights (Property, Plant and Equipment)",
●,$23.8 million for replacement and new fire and rescue appliances.
●,$7.6 million to complete the delivery of the replacement permanent and auxiliary fire and
,rescue station at Airlie Beach.
●,"$6.2 million for operational equipment including specialised firefighting, scientific analysis"
,"and detection, breathing apparatus, and rescue equipment."
●,$5 million for enhanced firefighter safety equipment such as thermal imaging cameras and
,rapid intervention team kits.
●,$5 million to continue the delivery of the new permanent fire and rescue station at Greater
,Springfield.
●,$4.3 million for minor works across permanent and auxiliary fire and rescue stations across
,Queensland.
●,$4 million for remediation works associated with per- and polyfluoroalkyl substances (PFAS)
,"at the Ayr Fire and Rescue Station, with further planning around the future of the site to be"
,undertaken.
●,$3 million to continue the delivery of the replacement permanent and auxiliary fire and
,rescue station at Drayton.
●,$3 million to continue the delivery of the replacement permanent fire and rescue station at
,Gympie South.
●,"$3 million for land acquisitions for replacement facilities at Babinda, Highfields, and other"
,future strategic areas.
●,$2.5 million to commence the upgrade and refurbishment of the auxiliary fire and rescue
,station at Boonah.
●,$2.5 million to commence the delivery of the replacement permanent fire and rescue station
,at Beerwah.
●,$2.3 million to complete the new permanent fire and rescue station at Caloundra South.
●,$2 million to commence the replacement of the permanent fire and rescue station at
,Caloundra.
